Participant ID,Condition Number,Story1_Cond,Story2_Cond,Story3_Cond,,none,neutral,human,godot/tone,,Q228,Q254,Q230,Q231,Q232,Q255,Q234,Q256,Q252,Q253,Story1_Responses,,Q263,Q239,Q240,Q259,Q260,Q243,Q244,Q261,Q245,Q246,Story2_Responses,,Q247,Q248,Q249,Q250,Q251,Q252,Q253,Q254,Q255,Q256,Story3_Responses,,Q269,Q270,Q271,Q272,,Sex 1=male 2=female,Age,Ethnicity,Ethnicity_Text,PlaceofBirth,LanguageatHome,,
128,4,noneq,neutral,human,,3,5,6,3,,1,3,1,1,1,5,1,1,6,1,3,,2,1,2,1,1,1,1,2,2,2,5,,1,1,3,1,3,3,2,3,1,2,6,,2,1,2,2,,1,20,10,Japanese,,Japanese,,
140,4,noneq,neutral,human,,1,0,2,3,,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,0,,3,2,1,1,1,1,1,1,1,1,2,,3,1,3,2,,1,,10,Japanese,,Japanese,,
146,4,noneq,neutral,human,,2,1,1,1,,1,1,1,1,1,4,1,1,6,1,2,,1,1,1,1,1,1,1,1,2,1,1,,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,2,,1,22,10,Japanese,,Japanese,,
151,4,noneq,neutral,human,,2,1,1,2,,1,1,1,1,1,4,1,1,2,1,2,,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,3,,1,,10,Japanese,,Japanese,,
157,4,noneq,neutral,human,,4,4,3,2,,1,1,1,3,1,4,3,1,2,1,4,,2,1,1,3,1,1,1,1,3,2,4,,1,2,1,1,1,2,1,1,1,2,3,,3,1,1,2,,1,20,10,Japanese,,Japanese,,
195,4,noneq,neutral,human,,2,1,0,2,,1,1,1,1,1,4,1,1,2,1,2,,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,2,1,1,2,,1,19,10,Japanese,,Japanese,,
201,4,noneq,neutral,human,,4,2,2,2,,1,2,1,1,1,4,1,1,5,3,4,,1,1,2,1,1,1,1,1,1,2,2,,1,2,1,1,1,2,1,1,1,1,2,,1,1,3,2,,1,19,10,Japanese,,Japanese,,
110,4,noneq,neutral,human,,7,3,6,3,,3,3,1,1,3,5,1,3,2,2,7,,1,1,1,1,1,1,3,2,1,2,3,,2,1,1,1,2,3,1,3,2,2,6,,2,2,1,2,,1,18,10,Japanese,,Japanese,,
171,4,noneq,neutral,human,,5,0,1,2,,1,3,2,1,2,4,1,1,6,1,5,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,2,1,1,1,1,1,,1,1,2,1,,2,19,10,Japanese,,Japanese,,
177,4,noneq,neutral,human,,2,1,2,1,,1,1,1,1,1,4,1,1,2,1,2,,1,1,1,1,1,1,1,1,1,3,1,,1,2,1,1,1,2,1,1,1,1,2,,1,1,1,2,,2,18,10,,,Japanese,,
183,4,noneq,neutral,human,,2,1,4,2,,1,1,1,1,1,1,1,1,6,2,2,,1,1,1,1,1,1,1,1,1,3,1,,2,2,1,1,1,1,2,2,1,1,4,,1,2,1,2,,2,19,10,,,Japanese,,
134,4,noneq,neutral,human,,4,1,1,2,,1,1,2,1,3,5,1,1,2,1,4,,1,1,1,1,1,1,1,1,1,2,1,,1,2,1,1,1,1,1,1,1,1,1,,1,3,1,2,,2,19,10,Japanese,,Japanese,,
189,4,noneq,neutral,human,,2,2,7,3,,1,1,1,1,1,1,1,1,2,3,2,,1,3,1,1,1,1,1,1,1,2,2,,3,3,1,1,1,3,2,2,2,2,7,,2,3,1,2,,2,19,10,,,Japanese,,
111,5,neutral,human,none,,0,2,3,3,,1,1,1,1,1,4,1,1,2,1,2,,1,1,2,1,1,1,1,2,3,1,3,,1,1,1,1,1,1,1,1,1,1,0,,2,1,2,2,,1,20,10,Japnaese,,Japanese,,
135,5,neutral,human,none,,0,5,3,1,,1,2,1,1,1,1,3,3,5,3,5,,1,1,2,1,1,1,1,1,2,3,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,2,,1,20,10,Japanese,,Japanese,,
147,5,neutral,human,none,,0,4,3,0,,1,1,2,2,1,1,1,1,6,3,4,,1,1,2,1,1,3,1,2,1,1,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,,1,19,10,,,Japanese,,
158,5,neutral,human,none,,1,5,5,3,,2,2,1,1,3,1,1,3,6,1,5,,1,2,2,1,2,3,1,2,1,1,5,,1,1,1,1,1,2,1,1,1,1,1,,2,1,2,2,,1,19,10,Japanese,,Japanese,,
196,5,neutral,human,none,,1,2,4,1,,1,1,1,1,1,1,1,1,6,3,2,,1,2,1,1,1,1,2,1,2,3,4,,1,1,1,2,1,1,1,1,1,1,1,,1,1,3,1,,1,19,10,Japanese,,Japanese,,
202,5,neutral,human,none,,0,2,1,2,,3,1,1,1,1,1,1,1,6,1,2,,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,2,,1,19,10,Japanese,,Japanese,,
117,5,neutral,human,none,,0,6,3,3,,2,1,2,2,2,4,1,1,6,1,6,,1,1,1,2,1,1,1,2,1,2,3,,1,1,1,1,1,1,1,1,1,1,0,,3,3,3,1,,1,19,10,Japanese,,Japanese,,
141,5,neutral,human,none,,0,1,1,3,,1,1,1,1,1,1,1,1,6,1,1,,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,3,3,2,,1,20,10,Japanese,,Japanese,,
152,5,neutral,human,none,,2,7,5,3,,1,2,2,3,3,4,1,2,2,1,7,,1,3,2,1,1,2,1,3,3,1,5,,2,1,1,1,1,2,1,1,1,1,2,,2,3,3,1,,1,18,10,Japanese,,Japanese,,
105,5,neutral,human,none,,1,3,1,2,,1,3,2,1,1,1,1,1,2,1,3,,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,3,1,1,1,,2,1,3,1,,2,21,10,Japanese,,Japanese,,
129,5,neutral,human,none,,2,4,5,0,,2,1,1,1,1,1,1,2,2,3,4,,1,1,1,1,1,3,3,3,2,2,5,,1,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,,2,18,10,Japanese,,Japanese,,
172,5,neutral,human,none,,0,3,5,2,,1,1,2,1,1,4,1,1,2,1,3,,1,1,2,1,1,1,2,2,2,2,5,,1,1,1,1,1,1,1,1,1,1,0,,1,1,3,2,,2,19,10,Japanese,,Japanese,,
178,5,neutral,human,none,,1,5,4,2,,1,1,1,2,3,4,2,1,6,1,5,,2,1,1,3,1,2,1,1,1,2,4,,1,1,1,1,1,1,1,3,1,1,1,,1,1,3,2,,2,20,10,Japanese,,Japanese,,
190,5,neutral,human,none,,3,4,5,2,,1,2,1,2,1,1,1,2,2,1,4,,1,1,2,1,1,2,1,3,3,3,5,,1,2,3,1,1,2,1,1,1,1,3,,1,1,3,2,,2,19,10,Japanese,,Japanese,,
184,5,neutral,human,none,,0,3,1,2,,1,1,1,1,1,1,1,3,6,3,3,,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,3,3,1,1,,2,19,10,,,Japanese,,
160,6,neutral,none,human,,1,6,3,2,,3,1,2,2,1,4,1,1,6,3,6,,1,1,1,1,1,1,1,1,3,1,1,,3,2,1,1,1,1,1,3,1,1,3,,1,1,2,2,,1,20,10,Japanese,,Japanese,,
197,6,neutral,none,human,,1,3,2,3,,1,1,3,1,1,4,1,1,2,1,3,,1,1,2,1,1,1,1,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,2,,3,1,2,2,,1,19,10,Japanese,,Japanese,,
130,6,neutral,none,human,,0,2,1,2,,1,1,2,1,1,1,1,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,2,1,1,1,1,1,,1,3,1,2,,1,21,10,Japanese,,Japanese,,
159,6,neutral,none,human,,0,7,2,4,,2,3,2,3,1,4,3,1,6,1,7,,1,1,1,1,1,1,1,1,1,1,0,,2,1,1,1,1,1,3,1,1,1,2,,2,3,2,2,,1,19,10,Japanese,,Japanese,,
112,6,neutral,none,human,,3,5,3,4,,2,1,2,1,1,4,1,3,2,1,5,,1,1,2,1,1,1,1,1,2,2,3,,2,2,1,1,1,3,1,1,1,1,3,,,,,2,,1,19,10,Japanese,,Japanese,,
185,6,neutral,none,human,,1,3,3,2,,1,1,1,1,1,5,1,3,2,1,3,,1,1,1,1,1,2,1,1,1,1,1,,2,1,1,1,1,3,2,1,1,1,3,,1,,1,2,,1,19,10,Japanese,,Japanese,,
106,6,neutral,none,human,,1,1,0,2,,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,3,,2,19,10,Japanese,,Japanese,,
118,6,neutral,none,human,,0,4,2,1,,1,1,3,1,3,4,1,1,2,1,4,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,2,1,3,1,1,2,,1,1,1,2,,2,18,10,,,Japanese,,
124,6,neutral,none,human,,3,6,0,1,,1,2,1,1,1,4,2,2,6,3,6,,1,1,1,1,3,1,1,2,1,2,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,2,,2,18,10,,,Japanese,,
136,6,neutral,none,human,,3,2,0,2,,1,1,2,1,1,1,1,2,5,1,3,,1,1,2,1,1,1,1,1,3,3,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,2,,2,19,10,Japanese,,Japanese,,
142,6,neutral,none,human,,2,3,1,1,,1,1,1,1,1,5,1,1,5,3,3,,2,1,1,1,1,1,1,1,2,1,2,,2,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,,2,20,10,Japanese,,Japanese,,
153,6,neutral,none,human,,1,4,3,1,,1,1,2,2,1,5,1,1,2,1,4,,1,1,1,1,1,1,1,1,3,1,1,,1,2,1,1,1,1,1,2,1,2,3,,1,1,1,2,,2,20,10,,,Japanese,,
173,6,neutral,none,human,,5,4,4,2,,1,3,1,1,1,5,1,2,2,1,4,,1,3,2,1,1,1,2,1,2,2,5,,1,1,1,2,1,2,1,3,3,1,4,,1,1,3,2,,2,19,10,Japanese,,Japanese,,
179,6,neutral,none,human,,2,2,5,2,,1,1,1,1,1,1,3,1,2,1,2,,1,1,1,1,1,1,1,2,3,1,2,,3,1,3,2,1,2,2,1,1,1,5,,1,1,2,3,,2,18,10,Japanese,,Japanese,,
203,6,neutral,none,human,,5,4,0,2,,1,1,1,2,1,4,1,1,6,3,4,,1,2,1,1,3,1,2,1,3,3,5,,1,1,1,1,1,1,1,1,1,1,0,,2,1,1,2,,2,20,10,Japanese,,Japanese,,
191,6,neutral,none,human,,2,3,1,4,,1,1,1,1,1,5,1,1,2,3,3,,1,1,1,1,1,1,1,1,2,2,2,,1,1,1,1,1,2,1,1,1,1,1,,2,3,2,2,,2,19,10,Japanese,,Japanese,,
